Year,Term,Number,Subject,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2011,Spring,202,ACCY,Accounting and Accountancy II,"Sothikhoun, Alain R",1,9,1,8,13,0,1,3,0,0,0,0,0,0
2011,Spring,202,ACCY,Accounting and Accountancy II,"Patzik, Benjamin M",0,21,1,8,6,0,2,1,1,0,0,0,0,0
2011,Spring,202,ACCY,Accounting and Accountancy II,"Michael, David W",0,13,1,9,13,3,1,2,0,0,1,0,0,0
2011,Spring,202,ACCY,Accounting and Accountancy II,"Hamilton, Lori C",0,11,1,12,10,2,3,1,0,0,1,0,0,1
2011,Spring,202,ACCY,Accounting and Accountancy II,"Hamilton, Lori C",1,10,0,9,13,1,2,2,1,0,0,0,0,0
2011,Spring,202,ACCY,Accounting and Accountancy II,"Patzik, Benjamin M",0,13,3,10,8,1,0,0,0,0,0,0,0,0
2011,Spring,202,ACCY,Accounting and Accountancy II,"Sothikhoun, Alain R",2,5,2,10,12,2,1,4,1,0,0,0,0,0
2011,Spring,301,ACCY,Atg Measurement and Disclosure,"Gong, Jianxin",1,8,10,10,1,4,0,0,0,1,0,0,0,0
2011,Spring,301,ACCY,Atg Measurement and Disclosure,"Zhou, Hailan",0,0,8,7,5,6,0,1,2,0,0,0,0,0
2011,Spring,301,ACCY,Atg Measurement and Disclosure,"Zhou, Hailan",1,1,14,9,7,1,0,0,1,0,0,0,0,0
2011,Spring,301,ACCY,Atg Measurement and Disclosure,"Zhou, Hailan",1,4,6,10,8,4,0,2,0,0,0,0,0,0
2011,Spring,301,ACCY,Atg Measurement and Disclosure,"Gong, Jianxin",2,7,9,7,3,5,0,1,0,0,0,0,0,0
2011,Spring,302,ACCY,Decision Making for Atg,"Autrey, Romana L",0,0,6,4,7,3,0,2,3,0,0,0,0,0
2011,Spring,302,ACCY,Decision Making for Atg,"Autrey, Romana L",2,6,6,3,4,2,0,2,1,0,0,0,0,0
2011,Spring,302,ACCY,Decision Making for Atg,"Autrey, Romana L",1,5,9,4,5,0,3,1,0,0,0,0,0,0
2011,Spring,302,ACCY,Decision Making for Atg,"Sandretto, Michael J",1,10,6,6,2,2,0,0,0,0,0,0,0,0
2011,Spring,302,ACCY,Decision Making for Atg,"Farrell, Anne M",0,10,1,8,6,1,0,0,0,0,0,0,1,0
2011,Spring,302,ACCY,Decision Making for Atg,"Farrell, Anne M",0,7,5,9,1,3,2,0,0,1,0,0,0,0
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Yue",0,11,6,16,3,3,0,0,1,0,0,0,0,0
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Yue",3,1,5,22,5,3,0,1,0,0,0,0,0,0
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Yue",3,6,8,6,10,5,0,2,1,0,0,0,0,1
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Wei",2,5,8,14,8,3,1,0,0,1,1,0,0,0
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Wei",2,5,8,16,5,3,2,1,0,0,0,0,0,0
2011,Spring,303,ACCY,Atg Institutions and Reg,"Li, Wei",1,6,9,13,3,5,1,1,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Bol, Jasmijn C",8,1,3,7,7,7,1,2,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Feller, Anita L",12,17,5,1,0,0,0,0,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Bol, Jasmijn C",4,3,4,9,11,1,0,3,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Bol, Jasmijn C",3,2,4,7,11,3,3,1,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Smith, Steven",0,6,6,6,10,4,2,0,0,0,0,0,0,0
2011,Spring,304,ACCY,Accounting Control Systems,"Smith, Steven",1,2,3,6,7,4,1,0,1,0,0,0,1,0
2011,Spring,304,ACCY,Accounting Control Systems,"Smith, Steven",2,1,9,5,8,5,4,2,1,0,0,0,0,0
2011,Spring,312,ACCY,Principles of Taxation,"Varadharajan, Anupama",0,5,4,7,12,4,1,0,0,0,0,0,0,0
2011,Spring,312,ACCY,Principles of Taxation,"Lisowsky, Petro",0,12,5,6,7,3,0,0,0,0,0,0,0,0
2011,Spring,312,ACCY,Principles of Taxation,"Lisowsky, Petro",0,1,4,4,12,6,3,1,0,0,0,0,0,0
2011,Spring,312,ACCY,Principles of Taxation,"Lisowsky, Petro",0,5,2,8,8,3,0,2,2,0,0,0,0,1
2011,Spring,312,ACCY,Principles of Taxation,"Holder, Daniel E",1,10,2,3,15,0,1,2,0,0,0,0,0,0
2011,Spring,405,ACCY,Assurance and Attestation,"Pike, Joel E",1,13,2,4,14,4,1,0,0,0,1,0,0,0
2011,Spring,405,ACCY,Assurance and Attestation,"Pike, Joel E",2,10,2,5,15,2,1,0,0,0,0,0,0,0
2011,Spring,405,ACCY,Assurance and Attestation,"Pike, Joel E",0,3,0,8,19,1,0,1,3,0,0,0,0,0
2011,Spring,405,ACCY,Assurance and Attestation,"Mathrumandiram, Padmakuma",8,13,9,9,3,1,1,0,0,0,0,0,0,0
2011,Spring,432,ACCY,Intro to Mgt Info Systems,"Silhan, Peter A",1,9,7,2,3,0,0,0,0,0,0,0,0,0
2011,Spring,500,ACCY,"Atg Measuremnt, Rpting and Cntrl","Wright, William F",5,10,6,4,1,0,0,0,0,0,0,0,0,0
2011,Spring,504,ACCY,Auditing,"Turner, Cynthia W",2,15,8,11,1,0,0,0,0,0,0,0,0,0
2011,Spring,504,ACCY,Auditing,"Turner, Cynthia W",5,9,12,16,4,0,0,0,0,0,0,0,0,0
2011,Spring,510,ACCY,Financial Reporting Standards,"Doogar, Rajib K",0,1,5,11,10,1,0,0,0,0,0,0,0,0
2011,Spring,510,ACCY,Financial Reporting Standards,"Polinski, Paul W",0,6,3,10,5,0,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Narayanamoorthy, Ganapath",1,7,9,6,2,0,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Narayanamoorthy, Ganapath",2,8,16,8,2,0,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Narayanamoorthy, Ganapath",2,4,14,12,4,0,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Sougiannis, Theodore",2,6,10,9,5,0,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Abdel-Khalik, Ahmed R",1,7,9,8,7,1,0,0,0,0,0,0,0,0
2011,Spring,511,ACCY,Risk Measurement/Reporting I,"Sougiannis, Theodore",1,6,13,11,3,0,0,0,0,0,0,0,0,0
2011,Spring,512,ACCY,Risk Measurement/Reporting II,"Chandler, John S",6,10,12,6,0,0,0,0,0,0,0,0,0,0
2011,Spring,515,ACCY,Auditing and Assurance Standards,"Hobson, Jessen L",0,10,7,5,7,0,0,0,0,0,0,0,0,0
2011,Spring,515,ACCY,Auditing and Assurance Standards,"Mathrumandiram, Padmakuma",10,7,3,1,2,0,0,0,0,0,0,0,0,0
2011,Spring,515,ACCY,Auditing and Assurance Standards,"Hobson, Jessen L",0,9,9,2,5,0,2,0,0,0,0,0,0,0
2011,Spring,517,ACCY,Financial Statement Analysis,"Ibrahim, Adel Nematallah",1,9,6,9,4,1,0,0,0,0,0,0,0,0
2011,Spring,553,ACCY,Selected Topics in Fed Tax,"Sternburg, Thomas",0,4,5,5,8,0,0,0,0,0,0,0,0,0
2011,Spring,553,ACCY,Selected Topics in Fed Tax,"Sternburg, Thomas",0,6,4,5,12,0,0,0,0,0,0,0,0,0
2011,Spring,553,ACCY,Advanced Topics in Acctg,"Lawler, Michael R",5,10,8,6,1,0,0,0,0,0,0,0,0,0
2011,Spring,553,ACCY,Multi-jurisdictional Taxation,"Engle, Howard S",3,5,9,6,6,1,0,0,0,0,0,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",0,3,5,2,5,3,2,1,2,0,0,1,2,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",0,3,2,5,5,2,3,1,3,1,0,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",2,4,4,3,6,1,3,0,0,1,0,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",2,0,5,1,5,3,3,4,0,0,1,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",0,4,3,8,4,2,0,1,0,1,0,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",1,4,3,3,5,5,0,2,1,0,0,0,1,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",1,6,2,1,5,2,3,3,1,0,2,0,0,0
2011,Spring,100,ACE,Agr Cons and Resource Econ,"Goldsmith, Peter D",1,2,4,4,1,7,0,4,1,0,0,0,1,0
2011,Spring,161,ACE,Microcomputer Applications,"Rogalla, Valerie",0,9,0,0,4,0,0,7,0,0,2,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,21,0,0,2,0,0,1,0,0,1,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Rogalla, Valerie",0,9,0,0,10,0,0,4,0,0,2,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,24,0,0,1,0,0,0,0,0,0,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,24,0,0,0,0,0,1,0,0,0,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,23,0,0,1,0,0,1,0,0,0,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,22,0,0,1,0,0,0,0,0,1,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Lo, Alexander C",0,23,0,0,2,0,0,0,0,0,0,0,0,0
2011,Spring,161,ACE,Microcomputer Applications,"Rogalla, Valerie",0,9,0,0,5,0,0,6,0,0,2,0,1,0
2011,Spring,161,ACE,Microcomputer Applications,"Rogalla, Valerie",0,7,0,0,9,0,0,5,0,0,0,0,1,0
2011,Spring,161,ACE,Microcomputer Applications,"Rogalla, Valerie",0,10,0,0,7,0,0,1,0,0,0,0,3,0
2011,Spring,199,ACE,Agribus Leadership and Policy,"Warfield, Ronald R",0,14,5,2,0,0,0,0,0,0,0,0,0,0
2011,Spring,210,ACE,Environmental Economics,"Ando, Amy W",6,38,15,23,38,8,8,7,3,2,2,0,1,0
2011,Spring,231,ACE,Food and Agribusiness Mgt,"Micheels, Eric T",2,47,16,16,9,2,0,0,0,0,0,0,1,0
2011,Spring,232,ACE,Management of Farm Enterprises,"Stoddard, Paul B",0,14,0,0,38,0,0,25,0,0,8,0,1,0
2011,Spring,240,ACE,Personal Financial Planning,"Braden, John B",0,8,2,2,19,1,3,9,1,0,0,0,0,0
2011,Spring,240,ACE,Personal Financial Planning,"Braden, John B",2,9,2,7,26,3,6,25,2,1,9,3,2,1
2011,Spring,251,ACE,The World Food Economy,"Winter-Nelson, Alex E",1,23,26,18,22,15,7,7,5,1,0,0,1,0
2011,Spring,254,ACE,Economic Systems in Africa,"Allen-Smith, Joyce E",4,13,4,8,3,2,3,3,0,1,2,0,2,0
2011,Spring,270,ACE,Consumer Economics,"Gundersen, Craig",0,8,5,0,5,3,0,3,0,0,0,0,6,0
2011,Spring,346,ACE,Tax Policy and Finan Planning,"Owens, Doug",0,6,11,9,13,4,1,2,0,0,0,0,0,0
2011,Spring,360,ACE,Spreadsheet Models and Applic,"Doehring, Todd A",5,5,2,2,0,2,0,2,2,0,0,1,1,0
2011,Spring,360,ACE,Spreadsheet Models and Applic,"Doehring, Todd A",3,7,10,1,4,3,3,4,0,1,0,0,0,0
2011,Spring,403,ACE,Agricultural Law,"Grossman, Margaret R",0,4,0,3,5,0,2,5,3,0,0,1,0,0
2011,Spring,406,ACE,Environmental Law,"Grossman, Margaret R",1,1,3,5,3,6,0,5,4,0,2,2,0,0
2011,Spring,411,ACE,Environment and Development,"Khanna, Madhu",6,7,5,4,2,4,3,3,1,0,2,1,0,1
2011,Spring,427,ACE,Commodity Price Analysis,"Irwin, Scott H",6,7,5,5,7,7,7,6,1,0,1,1,0,0
2011,Spring,430,ACE,Food Marketing,"Goldsmith, Peter D",0,4,12,10,5,8,10,1,0,0,0,0,0,0
2011,Spring,431,ACE,Agri-food Strategic Management,"Micheels, Eric T",0,3,5,10,11,4,3,0,0,0,0,0,0,0
2011,Spring,444,ACE,Finan Serv and Invest Plan,"Sherrick, Bruce J",4,4,1,2,6,0,3,1,2,0,0,0,0,0
2011,Spring,445,ACE,Intermediate Personal Fin Plan,"Lyons, Angela C",0,5,4,3,2,2,2,1,0,1,1,1,0,0
2011,Spring,448,ACE,Rural Real Estate Appraisal,"Hornbaker, Robert H",0,3,2,3,3,3,4,2,1,0,0,0,0,0
2011,Spring,451,ACE,Agriculture in Intl Dev,"Winter-Nelson, Alex E",0,11,2,1,5,1,0,4,4,0,1,1,0,0
2011,Spring,179,ACES,History of Ag in IL Since 1860,"Reid, Debra A",0,5,5,5,8,2,3,2,0,0,0,0,0,0
2011,Spring,300,ADV,Introduction to Advertising,"Victor, Salvador R",18,14,16,24,29,24,8,10,5,3,2,1,0,1
2011,Spring,300,ADV,Introduction to Advertising,"Hall, Steven R",25,141,19,19,77,11,2,19,0,2,4,0,6,1
2011,Spring,400,ADV,Digital Advertising,"Ham, Chang Dae",0,8,21,0,1,0,0,0,0,0,0,0,0,0
2011,Spring,410,ADV,Advanced Public Relations,"Olson, Katrina M",29,103,57,20,11,11,5,2,0,1,0,0,0,1
2011,Spring,412,ADV,Advertising History,"Chambers, Jason P",0,0,8,10,16,12,8,6,5,1,1,1,1,0
2011,Spring,450,ADV,Content Creation,"Sheldon, Peter S",0,8,17,24,31,27,15,8,4,2,0,0,0,1
2011,Spring,475,ADV,Multicultural Advertising,"Chambers, Jason P",0,1,6,9,9,3,4,2,0,0,0,0,1,0
2011,Spring,481,ADV,Advertising Research Methods,"Oh, Sang Do",0,90,0,0,7,0,0,1,0,0,0,0,0,0
2011,Spring,483,ADV,Audience Analysis,"Clifton, Rhiannon L",0,0,5,4,13,7,6,0,0,0,0,0,0,0
2011,Spring,483,ADV,Audience Analysis,"Ham, Chang Dae",0,15,14,5,3,0,0,0,0,0,0,0,0,0
2011,Spring,491,ADV,Advertising Management Plan,"Duff, Brittany",0,0,14,22,9,4,1,0,1,0,0,0,0,0
2011,Spring,493,ADV,Advertising and Society,"Ceisel, Christina M",32,38,13,10,10,7,4,2,0,0,0,0,0,0
2011,Spring,202,AE,Aerospace Flight Mechanics,"Martin, Christopher S",3,17,6,10,18,2,4,6,0,0,2,0,0,0
2011,Spring,302,AE,Aerospace Flight Mechanics II,"Namachchivaya, N S",17,22,4,4,2,0,0,0,0,0,0,0,1,0
2011,Spring,312,AE,Compressible Flow,"Dutton, J C",1,25,1,4,21,0,0,18,0,0,10,0,2,1
2011,Spring,323,AE,Applied Aerospace Structures,"Lambros, John",1,18,11,4,14,4,4,9,8,1,2,2,4,0
2011,Spring,353,AE,Aerospace Control Systems,"Voulgaris, Petros G",2,5,5,19,15,17,14,6,10,2,0,0,0,1
2011,Spring,370,AE,Aerospace Numerical Methods,"McFarland, Donald M",0,7,10,6,10,2,3,2,0,0,0,0,0,0
2011,Spring,419,AE,Aircraft Flight Mechanics,"Lee, Ki D",1,5,3,6,3,2,2,1,0,0,0,0,1,0
2011,Spring,434,AE,Rocket Propulsion,"Austin, Joanna M",0,14,2,5,14,0,1,8,0,0,0,0,0,0
2011,Spring,435,AE,Electric Propulsion,"Burton, Rodney L",1,9,5,5,4,1,4,2,1,0,0,0,0,0
2011,Spring,441,AE,Aerospace Systems Design II,"Selig, Michael S",0,29,11,1,1,0,0,0,0,0,0,0,0,0
2011,Spring,461,AE,Structures and Control Lab,"Chasiotis, Ioannis",2,18,17,11,2,3,4,0,0,1,0,0,0,0
2011,Spring,526,AE,Composites Manufacturing,"White, Scott R",0,9,8,2,5,2,0,0,0,0,0,0,0,0
2011,Spring,100,AFRO,Intro to African American St,"Hoff, Tamara L",0,2,7,2,1,6,0,2,5,0,0,0,0,0
2011,Spring,103,AFRO,Black Women in the Diaspora,"Flynn, Karen",0,2,6,4,7,8,3,4,6,1,2,0,4,0
2011,Spring,199,AFRO,"Academics, Ldrshp, and Community","James, Rory G",17,39,5,13,14,2,1,6,0,0,0,0,0,0
2011,Spring,342,AFRO,Black Men and Masculinities,"Muhammad, Ray",0,3,4,4,6,12,8,0,3,2,2,0,0,0
2011,Spring,411,AFRO,African American Psychology,"Landrum-Brown, Joycelyn",1,22,0,0,3,0,0,0,0,0,0,0,1,1
2011,Spring,100,AGED,Intro to Ag and Leadership Ed,"Flournoy, Corey",13,11,1,4,1,1,2,0,0,0,0,0,3,1
2011,Spring,260,AGED,Intro to Leadership Studies,"Burgoon, Lisa A",2,12,2,3,3,3,1,1,0,0,1,0,0,0
2011,Spring,260,AGED,Intro to Leadership Studies,"Burgoon, Lisa A",5,18,1,0,2,1,1,0,0,0,0,0,1,0
2011,Spring,260,AGED,Intro to Leadership Studies,"Burgoon, Lisa A",2,16,6,1,2,0,0,1,0,0,0,0,0,0
2011,Spring,300,AGED,Training and Development,"Flournoy, Corey",0,3,1,3,8,4,0,4,1,0,0,0,0,0
2011,Spring,380,AGED,Leadership in Groups and Teams,"Rosch, David M",0,14,10,3,0,1,0,0,0,0,0,0,0,0
2011,Spring,430,AGED,Youth Development Programs,"Clark, Richard W",12,7,0,1,1,0,0,0,0,0,0,0,0,0
2011,Spring,399,AHS,Int. Collab. in Health Serv.,"Bobitt, Julie L",1,28,0,0,2,1,0,0,0,0,0,0,0,0
2011,Spring,101,AIS,Intro to Amer Indian Studies,"Reese, Debbie",2,18,2,4,0,1,0,0,0,0,0,0,0,1
2011,Spring,101,AIS,Intro to Amer Indian Studies,"Byrd, Jodi",0,3,11,9,2,1,1,0,1,0,0,0,1,0
2011,Spring,101,ANSC,Contemporary Animal Issues,"Johnson, Janeen L",7,58,8,12,33,4,4,9,1,1,0,0,1,0
2011,Spring,205,ANSC,World Animal Resources,"Parsons, Carl M",0,35,0,0,35,0,0,5,0,0,0,0,0,1
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Brandt, Adam L",0,7,0,4,9,2,2,1,1,1,0,0,1,0
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Brandt, Adam L",0,12,0,3,6,0,1,5,0,0,0,0,1,0
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Faber, Trevor A",0,19,0,2,5,2,0,0,0,0,0,0,0,0
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Faber, Trevor A",0,17,0,2,6,1,2,2,0,0,1,0,0,0
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Guevara Zubilla, Marcial",0,10,0,3,11,0,1,2,0,1,1,1,0,0
2011,Spring,207,ANSC,Companion Animal Biology andCare,"Guevara Zubilla, Marcial",0,11,0,4,9,3,0,1,0,0,0,0,0,0
2011,Spring,223,ANSC,Animal Nutrition,"Dilger, Ryan N",0,42,0,0,47,0,0,26,0,0,4,0,0,0
2011,Spring,224,ANSC,Animal Reproduction and Growth,"Miller, David J",11,19,17,16,20,13,11,27,8,3,2,2,1,0
2011,Spring,250,ANSC,Companion Animals in Society,"Faber, Trevor A",0,27,0,4,0,1,1,0,0,0,0,0,1,1
2011,Spring,250,ANSC,Companion Animals in Society,"Albert, Sarah D",0,28,0,2,4,0,0,0,0,0,1,0,0,0
2011,Spring,250,ANSC,Companion Animals in Society,"Albert, Sarah D",0,26,0,1,5,0,0,0,0,1,1,0,1,0
2011,Spring,250,ANSC,Companion Animals in Society,"Brandt, Adam L",0,14,0,5,3,2,0,0,1,2,0,0,2,1
2011,Spring,250,ANSC,Companion Animals in Society,"Brandt, Adam L",0,18,0,5,3,5,0,1,0,0,0,0,2,0
2011,Spring,298,ANSC,Undergraduate Seminar,"Clark, Jimmy H",0,79,0,0,7,0,0,0,0,0,0,0,0,0
2011,Spring,299,ANSC,Companion Animal Trip,"Fischer-Brown, Amy E",0,25,0,0,5,0,0,0,0,0,0,0,0,0
2011,Spring,306,ANSC,Equine Science,"Kline, Kevin H",2,26,0,3,2,0,0,0,0,0,0,0,0,0
2011,Spring,306,ANSC,Equine Science,"Kline, Kevin H",1,16,0,1,3,0,0,1,0,0,1,0,0,0
2011,Spring,409,ANSC,Meat Science,"McKeith, Floyd K",3,22,0,0,8,0,0,4,0,0,0,0,0,0
2011,Spring,422,ANSC,Companion Animal Nutrition,"Swanson, Kelly S",0,30,0,0,15,0,0,7,0,0,1,0,1,0
2011,Spring,499,ANSC,Animal Shelter Management,"Fischer-Brown, Amy E",5,26,0,0,1,0,0,0,0,0,0,0,0,0
2011,Spring,520,ANSC,Protein and Energy Nutrition,"Fahey, George C",0,10,0,0,16,0,0,1,0,0,0,0,2,0
2011,Spring,101,ANTH,Introduction to Anthropology,"Lucero, Lisa J",0,70,0,0,58,0,0,23,0,0,8,0,5,0
2011,Spring,101,ANTH,Introduction to Anthropology,"Lucero, Lisa J",13,17,0,0,6,0,0,4,0,0,0,0,1,0
2011,Spring,102,ANTH,Human Origins and Culture,"Lindsay, Colleen E",1,2,1,5,4,3,4,1,0,0,0,0,0,0
2011,Spring,102,ANTH,Human Origins and Culture,"Melber, Talia",0,5,3,6,5,4,0,0,1,0,0,0,0,0
2011,Spring,102,ANTH,Human Origins and Culture,"Lindsay, Colleen E",0,4,1,5,3,2,0,4,0,0,0,2,2,0
2011,Spring,102,ANTH,Human Origins and Culture,"Lindsay, Colleen E",4,1,0,3,4,2,3,3,0,0,0,0,3,0
2011,Spring,102,ANTH,Human Origins and Culture,"Melber, Talia",0,8,1,6,5,2,1,0,1,0,0,0,0,0
2011,Spring,103,ANTH,Anthro in a Changing World,"Lugo, Alejandro",39,49,48,27,35,24,11,9,8,1,0,0,1,1
2011,Spring,103,ANTH,Anthro in a Changing World,"Moodie, Ellen",4,13,28,19,10,9,1,1,1,0,1,0,1,1
2011,Spring,106,ANTH,Hist Arch Americas,"Fennell, Christopher",18,31,7,2,10,5,0,0,0,0,1,0,0,1
2011,Spring,143,ANTH,Biology of Human Behavior,"Hughes, Cris E",62,21,4,8,11,4,2,3,0,0,1,0,2,0
2011,Spring,209,ANTH,"Food, Culture, and Society","Manalansan, Martin F",0,161,22,13,3,1,2,1,0,0,0,0,0,0
2011,Spring,230,ANTH,Sociocultural Anthropology,"Spreng, Elizabeth A",3,8,9,5,1,0,1,0,0,0,0,0,0,1
2011,Spring,230,ANTH,Sociocultural Anthropology,"Youngling, Elizabeth L",3,9,5,2,1,1,1,0,0,0,0,0,0,0
2011,Spring,230,ANTH,Sociocultural Anthropology,"Spreng, Elizabeth A",1,1,11,1,5,2,0,3,1,0,0,0,0,0
2011,Spring,240,ANTH,Biological Anthropology,"Roseman, Charles C",0,6,4,2,7,0,0,3,0,0,1,0,0,0
2011,Spring,249,ANTH,Evolution and Human Disease,"Clancy, Kathryn B",9,12,8,10,7,2,0,1,1,0,1,0,1,0
2011,Spring,270,ANTH,Linguistic Anthropology,"Lo, Adrienne S",1,9,5,3,6,5,0,0,0,0,0,0,0,1
2011,Spring,271,ANTH,Linguistic Anth-ACP,"Lo, Adrienne S",6,4,6,4,3,3,0,1,2,0,0,0,0,0
2011,Spring,277,ANTH,"Ancient Cities, Sacred Land","Zobler, Kari A",9,9,10,10,9,3,4,1,0,0,1,0,2,0
2011,Spring,288,ANTH,American Indians of Illinois,"Farnell, Brenda M",0,8,2,10,3,0,1,1,4,0,1,1,0,0
2011,Spring,363,ANTH,Anth of Dance/Movement,"Farnell, Brenda M",1,9,5,4,2,1,1,3,2,0,1,0,0,0
2011,Spring,399,ANTH,Eating America,"Manalansan, Martin F",1,28,1,2,3,0,0,1,0,0,0,0,0,0
2011,Spring,462,ANTH,Museum Theory and Practice,"Frankenberg, Susan R",2,9,8,2,2,2,1,0,2,0,1,0,0,0
2011,Spring,202,ARAB,Elementary Standard Arabic II,"El-Aasar, Mohamed A",2,3,5,0,9,0,0,2,0,0,1,0,0,0
2011,Spring,199,ARCH,Undergraduate Open Seminar,"Mink, Barry L",21,20,3,0,4,0,0,0,0,0,0,0,0,0
2011,Spring,199,ARCH,Undergraduate Open Seminar,"Mink, Barry L",42,10,4,0,1,0,0,2,0,0,0,0,2,0
2011,Spring,199,ARCH,Undergraduate Open Seminar,"Lapunzina, Alejandro",2,10,21,13,2,0,0,0,0,0,0,0,0,0
2011,Spring,210,ARCH,Intro to the Hist of Arch,"Minor, Heather H",0,29,21,9,26,7,3,12,2,2,1,0,2,2
2011,Spring,233,ARCH,Construction of Buildings II,"Podalak, Craig A",4,49,36,16,12,2,2,1,2,0,0,0,3,1
2011,Spring,272,ARCH,Strategies of Arch Design,"Hamlin, Lawrence J",0,8,10,16,15,4,2,2,2,0,1,0,0,0
2011,Spring,272,ARCH,Strategies of Arch Design,"Warren, Allison M",0,4,12,16,11,3,4,0,0,0,1,0,1,1
2011,Spring,341,ARCH,Environment Tech HVAC,"Strand, Richard K",0,4,7,15,19,9,5,6,2,1,0,0,0,0
2011,Spring,342,ARCH,Environment Tech Ltg and Acoust,"Boubekri, Mohamed",1,5,10,15,19,7,5,4,2,0,0,0,0,0
2011,Spring,352,ARCH,Mech of Mat and Design Appl,"Uihlein, Marci S",13,15,16,10,14,10,8,3,0,1,1,1,0,0
2011,Spring,352,ARCH,Mech of Mat and Design Appl,"Kansler, Jeffrey C",2,5,10,9,10,4,5,3,0,0,0,0,0,0
2011,Spring,374,ARCH,Arch Design and the City,"Greenlee, Camden L",1,5,4,6,5,5,4,0,1,0,2,0,1,0
2011,Spring,374,ARCH,Arch Design and the City,"Lewis, Carl G",0,7,6,9,5,2,1,1,0,0,0,0,1,1
2011,Spring,374,ARCH,Arch Design and the City,"Lapunzina, Alejandro",3,7,8,17,12,1,0,0,0,0,0,0,0,0
2011,Spring,409,ARCH,Special Topics in French Arch,"Meehan, Patricia",0,4,17,22,4,1,0,0,0,0,0,0,0,0
2011,Spring,410,ARCH,Ancient Egyptian and Greek Arch,"Senseney, John R",2,19,12,10,13,4,4,5,0,0,3,0,0,0
2011,Spring,411,ARCH,Ancient Roman Architecture,"Senseney, John R",3,9,1,3,7,2,1,1,0,0,1,0,0,1
2011,Spring,416,ARCH,Modern American Architecture,"Irish, Sharon L",16,22,12,7,21,5,4,4,1,1,0,0,3,2
2011,Spring,451,ARCH,Theory and Design Steel and Timber,"Aminmansour, Abbas",11,17,10,4,10,4,0,5,2,0,0,0,0,0
2011,Spring,452,ARCH,Theory of Reinforced Concrete,"Ali, Mir M",6,7,15,7,9,7,5,6,1,0,2,0,0,0
2011,Spring,476,ARCH,Arch Design and Exploration,"Hicks, Stewart R",0,8,15,7,2,3,0,0,0,0,0,0,0,0
2011,Spring,502,ARCH,Structural Planning,"Mitalski, Marc A",0,5,7,6,13,11,9,3,2,0,2,0,0,0
2011,Spring,100,ART,Understanding Visual Culture,"Burns, Jennifer",1,30,6,6,4,2,2,1,0,0,1,0,1,0
2011,Spring,202,ARTD,Industrial Design II,"McDonagh, Deana C",0,2,8,11,5,5,5,3,1,0,0,0,0,0
2011,Spring,211,ARTD,Design History Survey,"Jennings, John",27,38,5,0,1,0,0,0,0,0,0,0,0,0
2011,Spring,228,ARTD,Computer Applications I,"Elwell, Michael",0,10,10,8,5,3,2,1,0,0,0,0,0,0
